case,date,year,type,country,area,activity,sex,age,injury,dead,especie,resolucion,genre
1957.00.00.b,1957,1957.0,Unprovoked,PAPUA NEW GUINEA,"Abau Subdistrict,Central Province",Fishing,M,,"FATAL, multiple injuries ",Y,,death,m
1957.00.00.c,1957,1957.0,Unprovoked,IRAN,Karun River,,M,,Survived,N,Bull shark,bite,m
1957.00.00.a,1957,1957.0,Unprovoked,PAPUA NEW GUINEA,"New Britain, Bismarck Archipelago",Dynamiting fish,M,,FATAL,Y,,death,m
1956.12.26,26-Dec-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,M,19,"FATAL, left leg severed at hip, left torso removed ",Y,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,death,m
1956.12.24,24-Dec-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,M,16,"FATAL, left arm, shoulder & chest bitten ",Y,,death,m
1956.12.15.R,Reported 15-Dec-1956,1956.0,Unprovoked,GABON,Estuaire Province,Swimming,M,,FATAL,Y,,death,m
1956.12.09,09-Dec-1956,1956.0,Provoked,NEW ZEALAND,North Island,Fishing,M,70,Bitten in cockpit of boat by shark caught 30 minutes earlier PROVOKED INCIDENT,N,"Mako shark, 125-lb ",bite,m
1956.10.27,27-Oct-1956,1956.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving for sinkers,M,29,Right heel lacerated & swim fin removed by shark,N,"White shark, according to witnesses",bite,m
1956.10.20,20-Oct-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Central Province,"Spearfishing, holding 5' speared fish",M,,"Left forearm & hand bitten, surgically amputated ",N,3.7 m [12'] shark,bite,m
1956.10.07,07-Oct-1956,1956.0,Unprovoked,SENEGAL,"Near Dakar, Cap Vert Peninsula","Skindiving, fish at belt",M,19,Right thigh bitten,N,Lemon shark,bite,m
1956.10.00,Oct-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,,Fishing,M,,FATAL,Y,,death,m
1956.09.23,23-Sep-1956,1956.0,Unprovoked,USA,Florida,Surf fishing,M,27,Posterior left ankle bitten,N,a sand shark,bite,m
1956.09.13,13-Sep-1956,1956.0,Unprovoked,,Near the Andaman & Nicobar Islands,Climbing back on ship,M,,FATAL,Y,Blue shark,death,m
1956.09.00.b,Sep-1956,1956.0,Unprovoked,MAYOTTE,Mozambique Channel,Fishing,M,,FATAL,Y,Tiger shark,death,m
1956.09.00.a,Sep-1956,1956.0,Unprovoked,ITALY,Tyrrenian Sea,Scuba diving,M,,Survived,N,"White shark, 13'10"", 1320-lb female ",bite,m
1956.08.25,25-Aug-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Fishing ,M,34,"FATAL, tissue removed from abdomen & thigh  ",Y,4.3 m [14'] shark,death,m
1956.08.20,20-Aug-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Fishing,M,,"Leg bitten, but survived",N,,bite,m
1956.08.15.R,Reported 15-Aug-1956,1956.0,Unprovoked,USA,Puerto Rico,Skin diving,M,13,FATAL,Y,,death,m
1956.08.15.b,15-Aug-1956,1956.0,Provoked,AUSTRALIA,Queensland,Diving,M,,Laceration to arm when his dive buddy grabbed the shark PROVOKED INCIDENT,N,"Wobbegong shark, 4' ",bite,m
1956.08.15.a,15-Aug-1956,1956.0,Unprovoked,USA,California,Swimming near pier,M,10,"Lacerated thigh, hand & shoulder",N,"White shark, 2.7 m [9'] ",bite,m
1956.08.01,1-Aug-1956,1956.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Free diving for crayfish,M,23,"No injury, right swim fin bitten",N,,no injury,m
1956.08.00.e,Aug-1956,1956.0,Provoked,UNITED KINGDOM,Cornwall,Attempting to kill a shark with explosives,M,,"FATAL, PROVOKED INCIDENT",Y,,death,m
1956.08.00.d,Aug-1956,1956.0,Provoked,UNITED KINGDOM,Cornwall,Attempting to kill a shark with explosives,M,,"FATAL, PROVOKED INCIDENT",Y,,death,m
1956.08.00.c,Aug-1956,1956.0,Boat,MALTA,Congreve Channel,Fishing,,,"No injury to occupants, but Emmanuel ""later died of shock in hospital""",N,Porbeagle or white shark,no injury,
1956.08.00.b,Aug-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Fishing,M,,"Leg severed, but survived",N,,bite,m
1956.08.00.a,Aug-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Fishing,M,,Leg & foot lacerated,N,2.3 m [7'] shark,bite,m
1956.07.28,28-Jul-1956,1956.0,Provoked,USA,Puerto Rico,Floating in inner tube,M,13,FATAL. His brother speared a shark which then attacked Jose & severed his leg at knee. PROVOKED INCIDENT  ,Y,,death,m
1956.07.26,26-Jul-1956,1956.0,Provoked,USA,California,Fishing,M,38,Finger bitten by hooked shark PROVOKED INCIDENT,N,8-lb shark,bite,m
1956.07.20,20-Jul-1956,1956.0,Unprovoked,MALTA,St. Thomas Bay,Swimming,M,40,FATAL,Y,White shark,death,m
1956.07.17,17-Jul-1956,1956.0,Unprovoked,USA,Florida,Wading,F,38,Lacerations to legs,N,,bite,f
1956.07.12,12-Jul-1956,1956.0,Unprovoked,USA,South Carolina,Swimming,M,7,Arm & leg injured,N,,bite,m
1956.06.28,28-Jun-1956,1956.0,Unprovoked,AUSTRALIA,Torres Strait,"Line fishing from Lakotoi, saw shoal of fish, dived overboard, had speared second fish & surfaced for air",M,,"6"" gashes in foot & leg ",N,2.3 m [7'] shark,bite,m
1956.06.22, 22-Jun-1956,1956.0,Boating,PORTUGAL,Madeira,Longling fishing,M,23,"FATAL. Shark sank fishing boat, causing death by drowning",Y,,death,m
1956.06.20,20-Jun-1956,1956.0,Sea Disaster,MID ATLANTIC OCEAN,,Air/Sea Disaster,,,FATAL x 6,Y,,death,
1956.05.26.R,Reported 26-May-1956,1956.0,Boating,SOUTH AFRICA,Western Cape Province,Fishing,,,"No injury, sharks bit propellers, etc",N,White shark,no injury,
1956.05.07,07-May-1956,1956.0,Unprovoked,CUBA,,"Free diving, working on U/W scenes for motion picture",M,30,FATAL,Y,,death,m
1956.05.00,May 1956,1956.0,Unprovoked,AUSTRALIA,Torres Strait,Diving,,,"""Badly bitten by shark""",N,,bite,
1956.03.25,25-Mar-1956,1956.0,Boating,ITALY,Ligurian Sea,Boating,,,No details,UNKNOWN,Said to involve a 7 m [23'] white shark,bite,
1956.03.11,11-Mar-1956,1956.0,Unprovoked,AUSTRALIA,New South Wales,Bathing,M,13,"Right thigh gashed, swim fin torn",N,,bite,m
1956.03.04,04-Mar-1956,1956.0,Unprovoked,AUSTRALIA,Victoria,"Swimming, attacked at  surf carnival",M,26,FATAL,Y,3.7 m [12'] shark & may have been another shark nearby,death,m
1956.03.00.b,Mar-1956,1956.0,Unprovoked,AUSTRALIA,Western Australia,Attempting to set underwater endurance record,M,21,"No injury to diver, but shark bit hole in his wetsuit",N,,no injury,m
1956.02.26,26-Feb-1956,1956.0,Unprovoked,AUSTRALIA,Queensland,Diving into water,M,15,"FATAL, large amount of tissue removed from leg, artery severed  ",Y,1.8 m [6'] shark,death,m
1956.02.10.R,Reported 10-Feb-1956,1956.0,Unprovoked,AUSTRALIA,Victoria,Swimming,M,8,Punctures to calves,N,,bite,m
1956.01.16.R,Reported 16-Jan-1956,1956.0,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus,M,18,Lacerations to thighs,N,,bite,m
1956.01.16,16-Jan-1956,1956.0,Unprovoked,COSTA RICA,,Swimming,M,33,"FATAL, leg severed ",Y,,death,m
1956.01.05,05-Jan-1956,1956.0,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,M,25,"No injury, shark bumped his 17' ski",N,5' to 6' shark,no injury,m
1956.00.00.h,1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,Diving,M,,Lower leg & foot lacerated,N,,bite,m
1956.00.00.g,1956,1956.0,Sea Disaster,,Between Comores & Madagascar,Shipwreck,M,,FATAL,Y,,death,m
1956.00.00.f,1956,1956.0,Unprovoked,GREECE,Corfu Island,Swimming off yacht,F,15,FATAL,Y,White shark,death,f
1956.00.00.e,1956,1956.0,Provoked,USA,Virginia,Removing shark from net ,M,,Punctures on shin & calf PROVOKED INCIDENT,N,40-lb sand shark,bite,m
1956.00.00.d,1956,1956.0,Unprovoked,USA,Virginia,Swimming,F,14,No details,UNKNOWN,,bite,f
1956.00.00.c,1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,,,,"Non-fatal, treated at Misima Hospital",N,,death,
1956.00.00.b,1956,1956.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",,M,,Right calf bitten,N,,bite,m
1956.00.00.a,1956,1956.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,,M,,"FATAL, head & neck bitten  ",Y,,death,m
1955.12.31,Reported 31-Dec-1955,1955.0,Boating,AUSTRALIA,Tasmania,Ocean racing,,,"No injury to occupants, shark gouged hull",N,,no injury,
1955.12.11,11-Dec-1955,1955.0,Boating,USA,Florida,Fishing for pompano,,,"No injury to occupants, shark released from net holed boat",N,,no injury,
1955.11.16,16-Nov-1955,1955.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming,M,8,Right thigh bitten,N,Wobbegong shark,bite,m
1955.11.00,Nov-1955,1955.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Spearfishing,M,,Right arm severely bitten,N,,bite,m
1955.10.16,16-Oct-1955,1955.0,Provoked,AUSTRALIA,Queensland,Spearfishing & lassoed shark,M,28,Lassoed shark bit his hand PROVOKED INCIDENT,N,6' shark,bite,m
1955.09.23.b,23-Sep-1955,1955.0,Sea Disaster,NORTH PACIFIC OCEAN,1000 miles west of Hawaii,"""Flying Tiger"" transport plane went down with 5 men onboard",M,,FATAL,Y,Survivors said 2 species of sharks were involved:  oceanic whitetip sharks and another species,death,m
1955.09.23.a,23-Sep-1955,1955.0,Sea Disaster,NORTH PACIFIC OCEAN,1000 miles west of Hawaii,"""Flying Tiger"" transport plane went down with 5 men onboard",M,,Bitten several times before being rescued after 43 hours in the sea by the freighter Stell Advocate,N,"Survivors said 2 species of sharks were involved:  oceanic whitetip sharks and another species,",bite,m
1955.09.20,20-Sep-1955,1955.0,Unprovoked,USA,Hawaii,Hunting turtle,M,,Arm bitten,N,,bite,m
1955.09.04,04-Sep-1955,1955.0,Unprovoked,USA,California,Swimming near breakwater,M,16,Dorsum of right foot lacerated,N,,bite,m
1955.09.03,03-Sep-1955,1955.0,Unprovoked,USA,California,,M,,Minor injury,N,,bite,m
1955.08.30.b,30-Aug-1955,1955.0,Unprovoked,JAPAN,Izo Islands,Fishing,M,,FATAL,Y,,death,m
1955.08.30.a,30-Aug-1955,1955.0,Provoked,USA,California,Surfing,M,25,"Surfer grabbed shark, which turned & bit him and 2 lifeguards PROVOKED INCIDENT",N,5' thresher or blue shark. The shark  was killed following the incident,bite,m
1955.08.26,26-Aug-1955,1955.0,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Swimming,F,32,FATAL,Y,White shark,death,f
1955.08.08,08-Aug-1955,1955.0,Unprovoked,AMERICAN SAMOA,Tutuila Island,Swimming,M,28,"FATAL, abdomen bitten  ",Y,Blue shark,death,m
1955.08.04.R,Reported 04-Aug-1955,1955.0,Provoked,USA,South Carolina,Fishing,M,,Finger bitten by hooked shark PROVOKED INCIDENT,N,"""a small shark""",bite,m
1955.08.00.c,Aug-1955,1955.0,Unprovoked,NORTH ATLANTIC OCEAN ,Open sea,Treading water,M,15,No injury,N,,no injury,m
1955.08.00.a,Aug-1955,1955.0,Boating,AUSTRALIA,South Australia,Fishing,,,Whelan's head was injured when he fell to the deck as shark rammed boat,N,Tooth fragments recovered from hull,bite,
1955.07.25,25-Jul-1955,1955.0,Unprovoked,JAPAN,Okayama Prefecture,,M,22,FATAL,Y,Blue shark,death,m
1955.07.23,23-Jun-1955,1955.0,Unprovoked,USA,Rhode Island,Wading,M,13,Bites on legs & thighs,N,0.7 m [2.5'] sand shark,bite,m
1955.07.15,15-Jul-1955,1955.0,Unprovoked,MONTENEGRO,Adriatic Sea,Swimming,M,,FATAL,Y,"White shark, 6.5 m ",death,m
1955.07.07,07-Jul-1955,1955.0,Unprovoked,YEMEN,Aden,Swimming,F,,"FATAL, back lacerated, arm & leg severed  ",Y,2.4 m [8']  shark,death,f
1955.05.08,08-May-1955,1955.0,Provoked,USA,California,Spearfishing,M,28,Diver hit shark & right forearm slightly injured PROVOKED INCIDENT,N,2 m [6.75'] shark,bite,m
1955.05.00,May 1955,1955.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Spearfishing,M,,"Right forearm severely lacerated, left arm & hand lacerated",N,,bite,m
1955.04.13.R,Reported 13-Apr-1955,1955.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Spearfishing or fishing,M,,Left shoulder bitten,N,6' shark,bite,m
1955.04.12,12-Apr-1955,1955.0,Unprovoked,PAPUA NEW GUINEA,,Spearfishing,M,,No injury. Shark took string of fish then struck canoe,N,6' shark,no injury,m
1955.04.00,Apr-1955,1955.0,Unprovoked,USA,Hawaii,"Fishing from boat, Kaimamla",M,,Hand bitten,N,,bite,m
1955.03.09,09-Mar-1955,1955.0,Unprovoked,AUSTRALIA,New South Wales,Body surfing,M,22,FATAL,Y,,death,m
1955.03.00.b,Mar-1955,1955.0,Unprovoked,PAPUA NEW GUINEA,"New Ireland, Bismarck Archipelago",Swimming with speared fish,M,,Left leg bitten,N,"""small brown-colored shark""",bite,m
1955.03.00.a,Mar-1955,1955.0,Provoked,AUSTRALIA,Western Australia,"Competing in U/W endurance record, standing beside drum in 10' of water",M,25,Leg of wetsuit torn after spear fired at shark  PROVOKED INCIDENT,N,,bite,m
1955.02.10,10-Feb-1955,1955.0,Unprovoked,USA,California,Scuba diving,M,,"No injury, shark bumped diver's face",N,"Leopard shark, 3' Triakis semifasciata, identified by J.W. DeWitt (1955)",no injury,m
1955.02.06,06-Feb-1955,1955.0,Unprovoked,USA,California,Spearfishing,M,19,"Swimfin & 2 wool socks removed by shark, suit torn",N,"White shark, 5 m to 6 m [16.5' to 20] ",bite,m
1955.02.05,05-Feb-1955,1955.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,25,"FATAL, legs bitten ",Y,3.6 m  white shark  (or bronze whaler),death,m
1955.02.04,04-Feb-1955,1955.0,Unprovoked,INDIA,Tamil Nadu,Fishing,M,25,Leg bitten,N,,bite,m
1955.02.01.,01-Feb-1955,1955.0,Boating,AUSTRALIA,New South Wales,Rowing,,,"No injury to occupants; shark grabbed oar, vaulted over scull",N,,no injury,
1955.02.00,Feb-1955,1955.0,Boating,AUSTRALIA,New South Wales,Rowing toward snapper grounds,,,"No injury to occupants, 6 sharks charged boat",N,4 m [13'] shark x 6,no injury,
1955.01.17,17-Jan-1955,1955.0,Unprovoked,AUSTRALIA,New South Wales,Hunting lobsters in 2.4 m of water,M,13,"FATAL, anterior left leg & right calf bitten, no tissue lost  ",Y,"Bronze whaler shark,3.7 m [12'] ",death,m
1955.01.15,15-Jan-1955,1955.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Crossing the bay at the ford,M,,"FATAL, leg bitten ",Y,,death,m
1955.00.00.f,1955,1955.0,Unprovoked,USA,Florida,,,,No details,UNKNOWN,,bite,
1955.00.00.d,1955,1955.0,Provoked,CUBA,Havana Province,Fishing,M,,Forearm slashed wrist to elbow by hooked shark he was trying to club to death  PROVOKED INCIDENT,N,"""a little shark""",bite,m
1955.00.00.e,1955,1955.0,Unprovoked,MADAGASCAR,18S / 50E,Standing in knee-deep water,M,16,FATAL,Y,,death,m
1955.00.00.c,1955,1955.0,Invalid,USA,Illinois,Swimming,M,,Right leg allegedly bitten by a bull shark,,Questionable incident,bite,m
1955.00.00.b,Ca. 1955 ,1955.0,Unprovoked,COLUMBIA,Isles del Rosario,Spearfishing,M,12,Swim fin & foot bitten,N,1.5 m [5'] shark,bite,m
1955.00.00.a,1955,1955.0,Unprovoked,PAPUA NEW GUINEA,New Ireland,,M,,Back bitten,N,,bite,m
1954.12.29,29-Dec-1954,1954.0,Unprovoked,AMERICAN SAMOA,Tutuila Island,Dived overboard & was swimming near stern of trawler,M,27,FATAL,Y,,death,m
1954.12.11,11-Dec-1954,1954.0,Unprovoked,AUSTRALIA,Victoria,Swimming,M,23,FATAL,Y,,death,m
1954.12.09,09-Dec-1954,1954.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming near canoe,M,,"FATAL, abdomen & thigh bitten",Y,,death,m
1954.12.04,04-Dec-1954,1954.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,16,Shallow lacerations on torso,N,,bite,m
1954.11.20,20-Nov-1954,1954.0,Unprovoked,USA,Wake Island,Spearfishing,M,,Shoulder bitten,N,"Blacktip reef shark, 1.5 m [5'] ",bite,m
1954.10.07,07-Oct-1954,1954.0,Sea Disaster,USA,Virginia,"American freighter Mormackite, bound from Buenos Aires for Baltimore, capsized & sank in heavy seas",M,,Rescue aircraft saw bodies in the water being bitten by sharks. One survivor saw a shark take off a mans leg & another reported that the second cook was killed by a shark,Y,,bite,m
1954.10.06,06-Oct-1954,1954.0,Provoked,UNITED KINGDOM,Isle of Man,Fishing  (trawling),M,62,Arm broken by tail of netted shark PROVOKED INCIDENT,N,20' shark,bite,m
1954.10.02.b,02-Oct-1954,1954.0,Boating,CROATIA,Zadar County,Boating,,,No details,UNKNOWN,"White shark, 5.5 m [18']",bite,
1954.10.02.a,02-Oct-1954,1954.0,Invalid,JAPAN,Nagasaki Prefecture,,M,13,Body found in gut of 2000-lb white shark,,Shark involvement prior to death was not confirmed,bite,m
1954.09.21,21-Sep-1954,1954.0,Unprovoked,USA,California,Swimming,M,35,Minor bruises & abrasions on leg,N,1.5 m [5'] shark,bite,m
1954.09.15,15-Sep-1954,1954.0,Unprovoked,HONG KONG,,Swimming,M,20,"FATAL, leg severely bitten",Y,,death,m
1954.09.04,04-Sep-1954,1954.0,Unprovoked,AUSTRALIA,Torres Strait,"Spearfishing, hunting crayfish",M,35,"FATAL, after being bitten by shark, he was picked up by 85' trochus vessel Toorah that wrecked. His wounds reopened & he died ",Y,9' shark,death,m
1954.08.19,19955,1954.0,Unprovoked,ITALY,Liguaria,Spearfishing,M,27,Abdomen injured,N,,bite,m
1954.08.12.b,12-Aug-1954,1954.0,Provoked,CUBA,Guantanamo Province,Spearfishing,M,,Knee bitten by shark that his dive buddy had shot  PROVOKED INCIDENT,N,"Nurse shark, 58"", 34-lb ",bite,m
1954.08.12.a,12-Aug-1954,1954.0,Provoked,CUBA,Guantanamo Province,Spearfishing,M,,Right thigh & left calf injured by speared shark  PROVOKED INCIDENT,N,"Nurse shark, 58"", 34-lb ",bite,m
1954.07.30,30-Jul-1954,1954.0,Unprovoked,ECUADOR,Galapagos Islands,"Tuna fishing, standing on stern platform that was submerged by waves",M,34,4 lacerations on dorsum of right foot ,N,,bite,m
1954.07.28,28-Jul-1954,1954.0,Unprovoked,SINGAPORE,,Closed circuit diving (submerged). Diving to recover jettisoned packets of opium for police,M,28,"FATAL, abdomen, buttock, right thigh & hands bitten ",Y,,death,m
1954.07.27,27-Jul-1954,1954.0,Boating,ITALY,Venice Province,Fishing trawler Flavio Gioia ,M,,No injury to occupants. Shark tore nets & trawl and struck boat repeatedly,,5m shark,no injury,m
1954.07.15,15-Jul-1954,1954.0,Unprovoked,THE BALKANS,Slovenia,Swimming,M,,FATAL,Y,,death,m
1954.07.04.R,Reported 04-Jul-1954,1954.0,Unprovoked,USA,Florida,,,,Small wound on upper thigh,N,"Nurse shark, 2.5' ",bite,
1954.07.03,03-Jul-1954,1954.0,Unprovoked,BERMUDA,South shore ,Swimming,M,22,"Left thigh bitten, chest lacerated  & defense wounds on foot, fingers and hands",N,"2.4 m [8'] shark, possibly a dusky shark",bite,m
1954.07.02.R,Reported 02-Jul-1954,1954.0,Unprovoked,GREECE,,Swimming,M,,FATAL,Y,,death,m
1954.07.01.R,Reported 01-Jul-1954,1954.0,Invalid,CROATIA,,,,,Human remains found in shark,,Shark involvement prior to death was not confirmed,bite,
1954.06.29,29-Jun-1954,1954.0,Provoked,USA,California,Grabbed shark & threw it on deck,M,35,Right elbow & forearm lacerated  PROVOKED INCIDENT,N,,bite,m
1954.06.27,27-Jun-1954,1954.0,Unprovoked,AUSTRALIA,Queensland,Pearl diving from lugger Whyalla,M,30,"Shark bit right arm & shoulder, then Aken says, he ""knocked out"" the shark",N,2.4 m [8']  shark,bite,m
1954.06.00,Jun-1954,1954.0,Unprovoked,HONG KONG,,Bathing alongside ship,M,,"FATAL, thigh bitten ",Y,,death,m
1954.05.26.R,Reported 26-May-1954,1954.0,Unprovoked,PAPUA NEW GUINEA,East Sepik,"Fishing / cleaning fish, dived into water to retrieve a lost fish",M,,"FATAL, decapitated ",Y,,death,m
1954.05.00,May 1954,1954.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,,,,Foot severed,N,,bite,
1954.04.08,08-Apr-1954,1954.0,Invalid,USA,Hawaii,Fishing from shore,M,,"Body recovered, mutilated by shark/s",,Shark involvement prior to death was not confirmed,bite,m
1954.04.00,Apr-1954,1954.0,Provoked,SUDAN?,Red Sea,Spearfishing,M,,"Speared small shark, shark bit his thigh and/or buttock PROVOKED INCIDENT",N,,bite,m
1954.02.27,27-Feb-1954,1954.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,23,"FATAL, right thigh bitten ",Y,,death,m
1954.01.30,30-Jan-1954,1954.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,,Abrasions to arm,N,,bite,m
1954.01.22.b,22-Jan-1954,1954.0,Unprovoked,AUSTRALIA,Torres Strait,Spearfishing,M,30,Severe laceration to arm,N,,bite,m
1954.01.22.a,22-Jan-1954,1954.0,Unprovoked,ARGENTINA,Buenos Aires Province,Floating,M,18,"Arm & left calf bitten, right leg lacerated",N,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,bite,m
1954.01.15,15-Jan-1954,1954.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,Crouching in the water,M,26,Back & thighs lacerated,N,14' shark,bite,m
1954.00.00.e,1954,1954.0,Unprovoked,IRAN,Karun River,,M,,FATAL,Y,Bull shark suspected due to freshwater habitat,death,m
1954.00.00.d,1954,1954.0,Unprovoked,MARTINIQUE,,,M,,"Chest bruised, after shark clamped its jaws on his chest ",N,"Nurse shark, 1.8 m [6'] ",bite,m
1954.00.00.c,1954,1954.0,Unprovoked,MEXICO,Baja California,Free diving,M,,FATAL,Y,,death,m
1954.00.00.b,1954,1954.0,Unprovoked,USA,Hawaii,Fishing,M,,Bitten on foot,N,a small shark',bite,m
1954.00.00.a,1954,1954.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,Swimming,M,12,Leg & abdomen lacerated,N,,bite,m
1954.00.00 g,1954 (same day as  1954.00.00.f),1954.0,Unprovoked,IRAN,Karun River,,F,,FATAL,Y,Bull shark suspected due to freshwater habitat,death,f
1954.00.00 f,1954 (same day as  1954.00.00.f),1954.0,Unprovoked,IRAN,Karun River,,M,,Survived,N,Bull shark suspected due to freshwater habitat,bite,m
1953.12.30,30-Dec-1953,1953.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,F,,Left calf lacerated,N,Said to involve a >4 m [13'] shark,bite,f
1953.12.22,22-Dec-1953,1953.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,23,Lacerations to arm,N,,bite,m
