clean_date,country,age_2,sex,injury,fatal,activity_verb2
June,ENGLAND,,M,Arm severely lacerated,N,other activity
May,TANZANIA,,,"6 people rescued, 3 shark-scavenged bodies recovered, 14 people lost ",,other activity
May,PAPUA NEW GUINEA,17.0,M,Lower leg severely lacerated,N,Close to the water
April,USA,63.0,M,Foot severely injured,,Close to the water
April,USA,10.0,M,"Buttock, both legs & arm bitten",N,other activity
April,AUSTRALIA,21.0,M,Hand lacerated,N,swimming
April,PAPUA NEW GUINEA,7.0,M,FATAL Laceration to chest,Y,swimming
April,AUSTRALIA,47.0,M,Foot lacerated Recorded as PROVOKED INCIDENT,N,other activity
March,SOUTH AFRICA,35.0,M,Left thigh lacerated,N,Close to the water
March,USA,20.0,M,Foot lacerated,N,surfing
March,USA,28.0,M,No injury,,Close to the water
February,USA,17.0,M,Foot lacerated,N,surfing
February,AUSTRALIA,14.0,F,Thigh lacerated,N,swimming
February,NEW ZEALAND,,F,Wrist bitten PROVOKED INCIDENT,N,other activity
February,AUSTRALIA,26.0,M,"No injury, speargun bitten",N,fishing
February,AUSTRALIA,,,Survived,N,other activity
February,MOZAMBIQUE,24.0,,No injury,N,swimming
January,PAPUA NEW GUINEA,13.0,,FATAL,Y,swimming
,COSTA RICA,,M,FATAL,Y,swimming
,USA,,,"Recovered, said to involve a 1m nurse shark",,swimming
,USA,,,,,surfing
December,SOUTH AFRICA,22.0,M,Right ankle & foot bitten,N,surfing
December,PAPUA NEW GUINEA,32.0,M,No injury,,fishing
December,FIJI,27.0,M,Arm lacerated,N,other activity
December,AUSTRALIA,59.0,M,"FATAL, presumed taken by a shark, body not recovered",Y,swimming
December,USA,,M,"Head, shoulder, arm lacerated. Recorded as PROVOKED INCIDENT",N,other activity
November,AUSTRALIA,15.0,M,Recorded as PROVOKED INCIDENT,N,swimming
November,AUSTRALIA,18.0,M,Arm lacerated,N,other activity
November,FIJI,21.0,M,Hand lacerated by speared shark PROVOKED INCIDENT,N,swimming
November,PHILIPPINES,,,Passengers taken by sharks,Y,vessel related
November,SOUTH AFRICA,,F,"Bones and brightly colored bangles recovered  3.35 m, 145.5-kg tiger sharks gut ",,other activity
October,MEXICO,,,FATAL,Y,swimming
October,USA,19.0,M,Left foot bitten,N,Close to the water
October,TONGA,17.0,M,Arm & leg bitten,N,swimming
September,USA,,M,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,,other activity
September,ITALY,21.0,M,"Diver shot the shark, then it injured his arm and broke his leg with its tail.  PROVOKED INCIDENT",,swimming
September,PAPUA NEW GUINEA,,,"No details, listed as PROVOKED INCIDENT",,swimming
September,USA,,,Survived,N,fishing
September,PAPUA NEW GUINEA,,M,FATAL,Y,fishing
September,PAPUA NEW GUINEA,23.0,M,FATAL,Y,fishing
August,USA,24.0,M,Nipped on shoulder by captive shark PROVOKED INCIDENT,N,other activity
August,JAPAN,19.0,M,FATAL,Y,other activity
August,ITALY,,M,Minor injuries to face & forearm,N,fishing
August,AUSTRALIA,23.0,M,"FATAL, ""bitten in two""",Y,fishing
August,BERMUDA,19.0,F,Right foot abraded & lacerated,N,swimming
August,COLUMBIA,,M,3 fingers were bitten by a shark,N,other activity
August,AUSTRALIA,19.0,M,"Disappeared, no trace of men or equipment, shark attack considered",,swimming
August,USA,15.0,M,Shark grasped thigh,N,fishing
August,BAHAMAS,41.0,M,"No injury, shark struck camera",N,other activity
August,SENEGAL,,M,Ankle bitten,N,fishing
July,USA,20.0,M,Foot lacerated,N,swimming
July,TURKEY,36.0,M,FATAL,Y,fishing
July,USA,18.0,M,Incident not confirmed,,surfing
June,USA,26.0,M,"After shark was speared & hit on head, it bit the divers foot  PROVOKED INCIDENT",N,fishing
June,ITALY,,M,"No injury to occupants,  harpooned shark sank boat PROVOKED INCIDENT",N,fishing
May,AUSTRALIA,30.0,M,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,N,other activity
May,AUSTRALIA,22.0,M,Recorded as PROVOKED INCIDENT,N,other activity
April,UNITED KINGDOM,60.0,M,Tooth knocked out by hooked shark PROVOKED INCIDENT,N,fishing
March,NEW ZEALAND,21.0,M,Abrasions to lower leg Recorded as PROVOKED INCIDENT,N,swimming
March,SOUTH AFRICA,32.0,M,"Punctures in right buttock & thigh, abrasion on right forearm",N,fishing
March,AUSTRALIA,36.0,M,Speared shark lacerated his arm PROVOKED INCIDENT,N,fishing
March,AUSTRALIA,,,"Fatal or scavenging by ""a pack of sharks""",,other activity
March,NEW ZEALAND,21.0,M,"FATAL, seen taken by a shark ",Y,other activity
March,PAPUA NEW GUINEA,14.0,M,Leg bitten,N,other activity
February,MEXICO,,M,FATAL,Y,swimming
January,SOUTH AFRICA,,,"Holed & sank boat, 1 man flung into water but ignored by the shark",N,fishing
January,SOUTH AFRICA,,M,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",N,fishing
January,MOZAMBIQUE,31.0,M,Right leg severely lacerated,N,swimming
January,AUSTRALIA,15.0,M,Foot bitten when he kicked shark PROVOKED INCIDENT,N,Close to the water
December,AUSTRALIA,30.0,M,"6"" laceration to left forearm ",N,fishing
December,AUSTRALIA,29.0,M,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,N,fishing
December,AUSTRALIA,19.0,M,Right hand lacerated,N,fishing
December,SINGAPORE,39.0,M,Thigh bitten,N,Close to the water
December,AUSTRALIA,29.0,M,Right leg bitten,N,fishing
November,THAILAND,28.0,,No details,,other activity
November,PAPUA NEW GUINEA,,F,FATAL,Y,Close to the water
October,PAPUA NEW GUINEA,13.0,F,FATAL,Y,swimming
October,PAPUA NEW GUINEA,8.0,F,FATAL,Y,Close to the water
September,AUSTRALIA,32.0,M,Shoulder lacerated,N,swimming
September,USA,20.0,M,Left elbow or hand bitten PROVOKED INCIDENT,N,fishing
September,AUSTRALIA,,M," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",,fishing
September,AUSTRALIA,,M,Involved a speared shark but no other details PROVOKED INCIDENT,,fishing
September,AUSTRALIA,43.0,M,No injury,N,fishing
September,USA,14.0,M,Abdomen abraded when he seized shark PROVOKED INCIDENT,N,other activity
September,BAHAMAS,,M,"2.4 to 3 m [8' to 10'] oceanic whitetip shark  buzzed him. No attack, no injury",,swimming
August,AUSTRALIA,,M,"No injury to occupant. Shark struck vessel, jamming centreboard",N,other activity
August,SOUTH AFRICA,,M,"No attack, no injury to occupant: a 400-lb grey shark bit nets in the water ",,fishing
August,BAHAMAS,18.0,F,"Survived, no details",N,swimming
August,NEW BRITAIN,13.0,F,FATAL,Y,swimming
August,NEW BRITAIN,9.0,F,FATAL,Y,swimming
August,CROATIA,33.0,M,FATAL,Y,swimming
August,TAIWAN,,M,"No injury, but shark struck his calf",N,swimming
August,ITALY,21.0,M,Arm lacerated,N,other activity
August,USA,26.0,M,"No attack, no injury, shark took speared fish & approached diver closely ",,fishing
August,USA,8.0,M,"No injury, mother lifted him from the water",N,Close to the water
July,USA,16.0,M,Dorsum of right foot grazed,N,swimming
July,USA,34.0,M,"Arm bitten, PROVOKED INCIDENT",N,other activity
July,USA,14.0,M,Lacerations to right foot,N,fishing
July,TAIWAN,20.0,M,"FATAL, left leg severed",Y,swimming
July,PAPUA NEW GUINEA,25.0,F,FATAL,Y,swimming
July,USA,46.0,M,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,,swimming
July,CARIBBEAN SEA,,,"No injury to occupants, sharks bit chunks from boat",N,other activity
June,USA,15.0,M,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,N,other activity
June,USA,18.0,M,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,N,fishing
June,USA,18.0,M,Punctures on  thigh & buttock,N,swimming
June,FRENCH POLYNESIA,,M,Arm lacerated by netted shark PROVOKED INCIDENT,N,fishing
May,AUSTRALIA,40.0,M,FATAL,Y,vessel related
May,AUSTRALIA,,M,Foot bitten,N,fishing
May,AUSTRALIA,38.0,M,"FATAL, other human remains bitten by sharks, 13 people missing",Y,other activity
May,USA,24.0,M,"White shark, 3.7 m [12']  made threat display. No injury, no attack",,swimming
May,PHILIPPINES,,M,130 perished; 136 survived  including a man whose foot was severed by a shark,Y,other activity
April,USA,25.0,M,Foot lacerated,N,swimming
April,AUSTRALIA,,M,Survived,N,other activity
March,AUSTRALIA,,,"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT",N,fishing
March,SUDAN,,M,FATAL,Y,vessel related
February,AUSTRALIA,13.0,M,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",N,Close to the water
January,SOUTH AFRICA,33.0,M,Left leg lacerated by hooked shark  PROVOKED INCIDENT,N,other activity
January,INDONESIA,,,Sharks said to have killed some of the 80 people lost,Y,other activity
January,USA,29.0,M,"Hand, arm & thigh bitten",N,swimming
January,AUSTRALIA,30.0,M,Buttocks bitten,N,fishing
January,COLUMBIA,,,"10 survived, 51 perished. ",Y,other activity
January,SOUTH AFRICA,16.0,M,Right calf lacerated,N,Close to the water
January,AUSTRALIA,43.0,M,"Lower leg nipped, arm bruised when he landed in boat",N,other activity
January,SOUTH AFRICA,15.0,M,Lower legs bitten,N,surfing
January,NEW ZEALAND,15.0,F,"FATAL, left leg bitten thigh to calf  ",Y,surfing
January,USA,35.0,M,Thigh gashed,N,swimming
,USA,15.0,F,Minor lacerations & abrasions to lower leg. ,,Close to the water
December,AUSTRALIA,40.0,M,Thigh & swim fin bitten,N,fishing
December,JOHNSTON ISLAND,,M,No injury,N,swimming
December,AUSTRALIA,,,No injury to occupants. Shark  gouged planks of boat,N,fishing
November,AUSTRALIA,43.0,M,FATAL PROVOKED INCIDENT,Y,fishing
November,PACIFIC OCEAN ,44.0,M,"Left forearm bitten, surgically amputated",N,other activity
November,PANAMA,,,2 life preservers had been bitten by sharks,,other activity
November,AUSTRALIA,24.0,M,Puncture wounds to right thigh,N,surfing
October,,39.0,M,Survived,N,other activity
October,BAHAMAS,32.0,M,Right arm & right leg bitten,N,Close to the water
October,BAHAMAS,,F,FATAL,Y,other activity
October,NEW BRITAIN,15.0,M,FATAL,Y,fishing
October,PAPUA NEW GUINEA,27.0,M,Toe severed,N,Close to the water
September,PAPUA NEW GUINEA,,M,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",N,fishing
September,PAPUA NEW GUINEA,,M,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,N,fishing
September,MEXICO,23.0,M,Leg & arm bitten,N,other activity
August,PHILIPPINES,,M,"One man was lost, but he may have drowned",,other activity
August,USA,15.0,M,Right thigh lacerated,N,swimming
July,BAHAMAS,,M,Chest bitten PROVOKED INCIDENT,N,other activity
July,MEXICO,25.0,M,"FATAL, both legs severed ",Y,Close to the water
July,BERMUDA,,,"No injury to occupant, shark bit boat",N,other activity
June,USA,6.0,M,Parallel lacerations on right calf. Thought to be a barracuda bite ,,Close to the water
June,USA,,M,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",,swimming
June,MEXICO,38.0,M,"Right forearm severed, right leg bitten and surgically amputated",N,swimming
June,PAPUA NEW GUINEA,,M,Minor injury,N,fishing
June,SOUTH PACIFIC OCEAN,,M,"FATAL, body not recovered",Y,Close to the water
May,MEXICO,,M,"FATAL, left leg & right arm severed ",Y,swimming
May,MEXICO,,M,"FATAL, left arm & right leg severed ",Y,swimming
May,EGYPT,,M,Leg bitten,N,Close to the water
May,JAMAICA,,M,Minor injury,N,swimming
May,MEXICO,35.0,M,"Right arm severed, right leg bitten, not known if he survived",N,swimming
April,USA,49.0,M,"Thighs abraded, puncture wounds in dorsal surface of left hand",N,other activity
April,USA,19.0,M,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,,surfing
April,USA,28.0,M,Left hand severely lacerated,N,fishing
April,PALAU,8.0,M,Right leg bitten,N,Close to the water
April,USA,17.0,M,Left hand punctured & lacerated,N,surfing
March,USA,,M,"All 16 onboard perished, recovery efforts hampered by sharks",,other activity
March,USA,16.0,M,Survived,N,swimming
February,SOUTH AFRICA,25.0,M,"Abdomen, buttock, thigh, arm & hand bitten",N,Close to the water
February,USA,18.0,M,Punctures on left thigh,N,swimming
January,USA,21.0,M,"Puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",,other activity
January,SOUTH AFRICA,22.0,M,"No injury, ski bitten",N,surfing
January,SOUTH AFRICA,20.0,M,Right thigh punctured,N,surfing
January,AUSTRALIA,,M,Thigh gashed,N,swimming
January,NEW GUINEA,30.0,M,FATAL,Y,swimming
,USA,13.0,M,Foot bitten,N,other activity
,USA,,M,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,N,surfing
,USA,,M,"No injury, shark tore his wetsuit after he grabbed it by the tail  PROVOKED INCIDENT",N,Close to the water
May,RED SEA,,M,Leg bitten three times,N,Close to the water
May,EGYPT,30.0,M,Ankle and thigh bitten; shark made three strikes,N,fishing
,VANUATU,,M,FATAL. Said to have been killed by sorcerers that turned themselves into sharks. The alleged sorcerers were taken into custody by authorities but released  due to lack of evidence. ,Y,other activity
,SOUTH AFRICA,,,No details,,other activity
December,SOUTH AFRICA,19.0,M,"Hand, ankle & calf lacerated",N,swimming
December,PAPUA NEW GUINEA,,M,Thigh severely lacerated,N,other activity
December,AUSTRALIA,,,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",N,fishing
December,PAPUA NEW GUINEA,28.0,M,Survived,N,swimming
December,KENYA,10.0,M,FATAL,Y,fishing
November,AUSTRALIA,25.0,M,Left leg severed,N,swimming
November,AUSTRALIA,29.0,M,FATAL,Y,swimming
November,AUSTRALIA,25.0,M,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",N,other activity
November,USA,,,"No injury to occupant, shark bit propeller of outboard motor",N,fishing
October,SOUTH AFRICA,,M,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,N,fishing
October,USA,,,"No injury to occupants, drove sharks away with paddles",,other activity
October,AUSTRALIA,19.0,M,Abrasions & 11 teethmarks on right lower leg,N,swimming
September,,24.0,M,"Disappeared, probable drowning but sharks in area led to speculation that he was taken by a shark",,fishing
September,TAIWAN,32.0,M,FATAL,Y,swimming
September,TAIWAN,20.0,M,Right thigh &  elbow bitten,N,swimming
August,USA,14.0,M,Bruised & abraded ankle,N,swimming
August,MEXICO,19.0,M,Right thigh bitten,N,swimming
August,USA,18.0,M,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,,swimming
August,USA,,M,"No injury,  bumped repeatedly",N,swimming
August,USA,28.0,M,"No injury, shark hit scuba tank",N,fishing
August,JAPAN,12.0,M,"Leg bitten, surgically amputated",N,swimming
August,PANAMA,21.0,M,Foot lacerated,N,swimming
July,USA,22.0,M,Arm lacerated by speared shark PROVOKED INCIDENT,N,other activity
July,SOUTH AFRICA,30.0,M,"No injury, shark charged & impaled itself on spear",N,other activity
July,USA,,,"No injury, no attack; sharks ate their food tied to a line over the side of the raft",,other activity
July,SOUTH AFRICA,52.0,M,FATAL,Y,fishing
July,USA,,M,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",N,other activity
July,PAPUA NEW GUINEA,,M,"FATAL, leg severed ",Y,fishing
July,PAPUA NEW GUINEA,,,"No injury to occupant, canoe struck several times by shark ",N,vessel related
June,BERMUDA,,,"7 rescued, 7 bodies recovered, 10 missing. Many sharks in crash area.",Y,other activity
June,USA,29.0,F,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",,other activity
June,USA,,,"No injury to occupants, shark crashed through windshield of boat",N,fishing
June,PAPUA NEW GUINEA,,M,"No injury to occupant, shark lifted canoe's outrigger",N,fishing
June,FIJI,23.0,M,Buttocks bitten,N,fishing
June,SOUTH AFRICA,40.0,M,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",,swimming
May,PANAMA,47.0,M,No injury,N,Close to the water
May,FIJI,35.0,M,"FATAL, buttocks, lower abdomen & genitalia removed  ",Y,fishing
May,PANAMA,13.0,M,"FATAL, torso / abdomen severely bitten  ",Y,swimming
April,PAPUA NEW GUINEA,,M,FATAL,Y,fishing
March,AUSTRALIA,19.0,M,Left thigh lacerated,N,surfing
March,PAPUA NEW GUINEA,32.0,M,Presumed FATAL,Y,other activity
March,USA,38.0,M,"Minor injury, abdomen abraded when he collided with the shark",N,swimming
March,SENEGAL,,M,Thigh & hand bitten,N,swimming
February,FIJI,,,Hooked shark bit boat PROVOKED INCIDENT,N,fishing
February,NEW CALEDONIA,15.0,M,"FATAL, foot & part of other leg severed  ",Y,swimming
February,FIJI,17.0,M,"FATAL, thigh and abdomen bitten ",Y,fishing
February,NEW ZEALAND,,M,Hand lacerated,N,swimming
February,NEW ZEALAND,26.0,M,"No injury to diver, shark bit speargun",N,fishing
February,SOUTH AFRICA,25.0,M,Right ankle lacerated,N,surfing
February,NEW ZEALAND,,M,Right leg & shoulder lacerated,N,other activity
February,NEW ZEALAND,19.0,M,"FATAL, both legs bitten & right leg severed at knee ",Y,swimming
February,AUSTRALIA,23.0,M,Body not recovered  / May have drowned prior to shark involvement,,swimming
February,NEW ZEALAND,,,"No injury to occupants , shark nudged oars",N,vessel related
February,USA,12.0,M,No injury,N,swimming
February,COSTA RICA,,M,"FATAL, right arm & left thigh bitten ",Y,swimming
January,FIJI,,,FATAL,Y,fishing
January,SOUTH AFRICA,39.0,M,Heel & ankle bitten,N,surfing
January,SOUTH AFRICA,17.0,M,Heel bitten,N,Close to the water
January,SOUTH AFRICA,,,"No injury to occupants, shark holed  boat",N,other activity
January,AUSTRALIA,,M,Arm lacerated,N,swimming
January,USA,21.0,M,Leg & thigh bitten,N,swimming
January,PAPUA NEW GUINEA,,M,FATAL,Y,fishing
January,FIJI,20.0,F,Deep lacerations to her right thigh,N,swimming
January,AUSTRALIA,,,,,other activity
January,SOUTH AFRICA,,M,Lacerations and puncture wounds in right arm ,N,swimming
January,NEW ZEALAND,,M,No injury,,swimming
December,SOUTH AFRICA,20.0,F,"Right hand & foot severed, thigh & buttock lacerated",N,Close to the water
December,SOUTH AFRICA,24.0,M,"Lower leg bitten & foot severed, leg surgically amputated below knee",N,swimming
December,AUSTRALIA,,M,"No injury, shark's tail struck his armpit",N,Close to the water
December,SOUTH AFRICA,18.0,M,"FATAL, shoulders, arms, abdomen & foot bitten  ",Y,swimming
December,ATLANTIC OCEAN,,F,"One woman reported to have suffered fish bites, but cause of her death was exposure & drowning""",,other activity
December,SOUTH AFRICA,13.0,M,Foot lacerated  PROVOKED INCIDENT,N,other activity
December,AUSTRALIA,,M,7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT,N,fishing
December,SOUTH AFRICA,,M,Foot lacerated,N,fishing
December,SOUTH AFRICA,15.0,M,"FATAL, arm severed, leg bitten",Y,Close to the water
December,AUSTRALIA,23.0,M,Torso & hand lacerated,N,fishing
December,NEW BRITAIN,22.0,M,"FATAL, leg severely bitten",Y,fishing
